Pilgrim_ID,Country,Gender,Age_Group,Accommodation_Type,Transport_Type,Stay_Duration,Estimated_Spending_SAR,Group_Size
1126,Bangladesh,Female,18-30,Apartment,Train (Haramain),14 days,25067,2
1127,India,Female,31-45,Apartment,Private Car,21 days,11704,1
1128,Indonesia,Female,46-60,Hotel (5 Star),Train (Haramain),21 days,6971,2
1129,Bangladesh,Female,46-60,Hotel (5 Star),Group Transport,14 days,16441,3
1130,Bangladesh,Male,60+,Apartment,Private Car,7 days,36476,3
1131,Turkey,Female,31-45,Apartment,Private Car,14 days,19677,1
1132,Turkey,Female,31-45,Hotel (5 Star),Group Transport,10 days,32818,5
1133,Egypt,Female,60+,Camp (Mina),Group Transport,21 days,6868,4
1134,Nigeria,Female,60+,Apartment,Group Transport,21 days,23055,4
1135,Egypt,Male,31-45,Hotel (3 Star),Private Car,14 days,6728,3
1136,Malaysia,Male,60+,Hotel (3 Star),Private Car,14 days,12632,2
1137,India,Male,46-60,Hotel (3 Star),Private Car,7 days,17043,2
1138,Malaysia,Female,18-30,Apartment,Group Transport,7 days,11403,5
1139,UK,Female,46-60,Camp (Mina),Group Transport,10 days,20732,2
1140,Malaysia,Male,60+,Camp (Mina),Bus,14 days,23526,4
1141,Pakistan,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,14340,2
1142,Malaysia,Male,31-45,Apartment,Bus,14 days,27394,5
1143,Egypt,Female,46-60,Camp (Mina),Group Transport,21 days,38021,4
1144,Indonesia,Female,31-45,Apartment,Private Car,10 days,9102,2
1145,Indonesia,Male,60+,Hotel (5 Star),Group Transport,7 days,24159,4
1146,Turkey,Male,46-60,Hotel (5 Star),Train (Haramain),21 days,11212,3
1147,India,Male,31-45,Hotel (5 Star),Bus,21 days,36824,3
1148,India,Female,18-30,Hotel (3 Star),Bus,21 days,16525,3
1149,Pakistan,Female,18-30,Apartment,Private Car,21 days,33760,2
1150,Egypt,Female,60+,Hotel (5 Star),Bus,10 days,32457,5
1151,Turkey,Male,31-45,Apartment,Bus,14 days,15532,4
1152,UK,Male,60+,Hotel (3 Star),Group Transport,7 days,18518,1
1153,India,Female,46-60,Hotel (3 Star),Bus,7 days,11476,3
1154,Indonesia,Male,18-30,Hotel (5 Star),Bus,21 days,24743,3
1155,Malaysia,Female,46-60,Hotel (5 Star),Bus,21 days,6004,1
1156,Malaysia,Male,31-45,Camp (Mina),Private Car,10 days,8271,1
1157,Turkey,Male,60+,Apartment,Private Car,21 days,5209,2
1158,Egypt,Male,60+,Hotel (5 Star),Group Transport,7 days,30463,4
1159,Egypt,Male,60+,Camp (Mina),Bus,7 days,10539,3
1160,Nigeria,Female,46-60,Apartment,Private Car,14 days,24977,5
1161,UAE,Male,18-30,Hotel (5 Star),Private Car,14 days,13606,2
1162,India,Female,46-60,Camp (Mina),Group Transport,7 days,39052,2
1163,Egypt,Female,46-60,Camp (Mina),Train (Haramain),7 days,8148,5
1164,Indonesia,Female,31-45,Apartment,Bus,10 days,38536,5
1165,Turkey,Male,31-45,Camp (Mina),Private Car,10 days,10607,5
1166,UK,Female,31-45,Apartment,Group Transport,7 days,24586,1
1167,Nigeria,Female,18-30,Apartment,Group Transport,21 days,34250,3
1168,Bangladesh,Female,18-30,Apartment,Group Transport,14 days,23594,1
1169,Pakistan,Male,31-45,Hotel (3 Star),Private Car,7 days,12399,3
1170,UK,Male,31-45,Camp (Mina),Bus,21 days,30117,1
1171,Bangladesh,Female,18-30,Apartment,Train (Haramain),7 days,38126,4
1172,Malaysia,Male,60+,Hotel (5 Star),Bus,14 days,38617,3
1173,Pakistan,Female,18-30,Hotel (3 Star),Group Transport,14 days,12498,2
1174,India,Female,18-30,Hotel (3 Star),Group Transport,10 days,14628,3
1175,Indonesia,Male,18-30,Camp (Mina),Train (Haramain),10 days,5329,3
1176,Pakistan,Female,31-45,Apartment,Bus,10 days,12032,3
1177,UAE,Male,60+,Camp (Mina),Group Transport,10 days,25622,4
1178,Bangladesh,Male,18-30,Hotel (3 Star),Group Transport,14 days,33584,1
1179,India,Female,31-45,Apartment,Bus,21 days,9722,2
1180,UAE,Male,46-60,Hotel (5 Star),Group Transport,21 days,22772,1
1181,Malaysia,Male,46-60,Apartment,Bus,21 days,25569,1
1182,UAE,Female,18-30,Hotel (3 Star),Group Transport,7 days,8235,5
1183,Nigeria,Female,46-60,Hotel (5 Star),Bus,10 days,9576,4
1184,Nigeria,Male,60+,Apartment,Train (Haramain),10 days,31707,5
1185,Turkey,Male,46-60,Hotel (5 Star),Group Transport,14 days,38868,4
1186,UK,Female,46-60,Hotel (5 Star),Train (Haramain),14 days,35285,1
1187,UK,Male,60+,Hotel (3 Star),Group Transport,7 days,29154,1
1188,India,Male,18-30,Hotel (5 Star),Group Transport,7 days,25054,4
1189,Malaysia,Male,18-30,Camp (Mina),Private Car,21 days,22165,1
1190,Egypt,Male,60+,Hotel (3 Star),Bus,14 days,19439,1
1191,Nigeria,Male,60+,Camp (Mina),Train (Haramain),10 days,27515,2
1192,India,Male,60+,Hotel (5 Star),Train (Haramain),21 days,31962,5
1193,Egypt,Male,46-60,Camp (Mina),Train (Haramain),10 days,24464,5
1194,UK,Female,60+,Apartment,Bus,21 days,35413,5
1195,Turkey,Female,31-45,Hotel (5 Star),Private Car,10 days,38270,3
1196,UAE,Female,46-60,Apartment,Train (Haramain),7 days,25269,2
1197,Nigeria,Female,18-30,Camp (Mina),Bus,21 days,36541,5
1198,India,Female,18-30,Apartment,Group Transport,10 days,13009,5
1199,Pakistan,Male,18-30,Hotel (5 Star),Train (Haramain),10 days,22007,2
1200,Egypt,Male,46-60,Apartment,Train (Haramain),14 days,31462,1
1201,UAE,Male,31-45,Camp (Mina),Private Car,21 days,16542,5
1202,Nigeria,Male,60+,Camp (Mina),Train (Haramain),10 days,22434,1
1203,UK,Female,60+,Camp (Mina),Train (Haramain),14 days,34765,5
1204,Malaysia,Male,18-30,Hotel (5 Star),Group Transport,10 days,28769,4
1205,Egypt,Male,18-30,Camp (Mina),Bus,21 days,27465,3
1206,UK,Female,46-60,Hotel (5 Star),Bus,7 days,26868,5
1207,Nigeria,Male,31-45,Apartment,Private Car,21 days,25156,4
1208,Egypt,Male,60+,Camp (Mina),Group Transport,21 days,25300,2
1209,UAE,Female,46-60,Apartment,Bus,10 days,18435,4
1210,Nigeria,Male,60+,Hotel (3 Star),Group Transport,10 days,9114,2
1211,Bangladesh,Male,18-30,Apartment,Bus,21 days,13095,5
1212,India,Male,60+,Hotel (3 Star),Group Transport,14 days,8951,2
1213,UAE,Male,31-45,Apartment,Private Car,14 days,26468,4
1214,Egypt,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,32073,3
1215,Malaysia,Female,18-30,Apartment,Private Car,10 days,39341,1
1216,UK,Female,31-45,Hotel (5 Star),Bus,10 days,7768,1
1217,Pakistan,Female,31-45,Hotel (5 Star),Private Car,21 days,38979,3
1218,UK,Female,46-60,Camp (Mina),Train (Haramain),7 days,30351,1
1219,Egypt,Female,60+,Hotel (5 Star),Private Car,10 days,20445,5
1220,UK,Female,18-30,Hotel (3 Star),Bus,21 days,6160,5
1221,India,Male,18-30,Camp (Mina),Bus,21 days,27361,4
1222,Nigeria,Female,18-30,Camp (Mina),Private Car,7 days,12041,4
1223,Pakistan,Female,18-30,Apartment,Train (Haramain),14 days,23767,2
1224,Indonesia,Male,18-30,Hotel (5 Star),Private Car,21 days,15846,4
1225,Egypt,Male,31-45,Hotel (5 Star),Train (Haramain),21 days,24924,5
1226,Turkey,Female,46-60,Hotel (3 Star),Group Transport,21 days,18882,4
1227,Indonesia,Male,18-30,Apartment,Train (Haramain),14 days,19738,1
1228,UK,Female,46-60,Apartment,Group Transport,14 days,26019,2
1229,Egypt,Male,46-60,Camp (Mina),Private Car,7 days,6095,2
1230,Bangladesh,Female,31-45,Camp (Mina),Train (Haramain),10 days,19123,5
1231,Turkey,Male,18-30,Camp (Mina),Group Transport,14 days,33132,4
1232,Pakistan,Male,31-45,Hotel (3 Star),Group Transport,10 days,6079,1
1233,Malaysia,Female,18-30,Hotel (3 Star),Group Transport,10 days,34657,4
1234,Bangladesh,Female,31-45,Camp (Mina),Bus,14 days,37375,3
1235,Indonesia,Female,46-60,Apartment,Private Car,21 days,29754,4
1236,Nigeria,Female,18-30,Hotel (3 Star),Group Transport,7 days,36153,5
1237,India,Female,60+,Apartment,Train (Haramain),10 days,23344,4
1238,Malaysia,Male,46-60,Apartment,Group Transport,21 days,39241,2
1239,Bangladesh,Female,60+,Hotel (5 Star),Bus,14 days,9979,1
1240,Nigeria,Female,46-60,Camp (Mina),Private Car,10 days,6212,5
1241,Nigeria,Male,31-45,Hotel (5 Star),Bus,10 days,14001,3
1242,Egypt,Male,18-30,Camp (Mina),Bus,10 days,18248,1
1243,Bangladesh,Female,46-60,Camp (Mina),Bus,21 days,38187,1
1244,Pakistan,Male,31-45,Apartment,Train (Haramain),21 days,20608,2
1245,UK,Male,18-30,Camp (Mina),Private Car,21 days,36368,2
1246,Turkey,Female,18-30,Apartment,Private Car,10 days,10283,2
1247,Turkey,Male,46-60,Apartment,Train (Haramain),10 days,30854,5
1248,Indonesia,Male,18-30,Camp (Mina),Private Car,7 days,15715,4
1249,Indonesia,Female,46-60,Apartment,Bus,7 days,21165,1
1250,Turkey,Female,18-30,Apartment,Private Car,21 days,39108,4
1251,Pakistan,Male,60+,Apartment,Train (Haramain),21 days,31797,4
1252,India,Male,31-45,Hotel (3 Star),Bus,14 days,15584,2
1253,UAE,Female,60+,Apartment,Train (Haramain),21 days,19780,4
1254,UK,Male,46-60,Hotel (3 Star),Group Transport,7 days,26573,1
1255,India,Male,60+,Hotel (3 Star),Bus,7 days,38359,1
1256,Egypt,Male,46-60,Apartment,Bus,7 days,5526,3
1257,UAE,Female,18-30,Apartment,Private Car,10 days,12855,5
1258,UAE,Male,18-30,Hotel (3 Star),Bus,10 days,39060,4
1259,Bangladesh,Male,46-60,Hotel (3 Star),Train (Haramain),21 days,34482,5
1260,Pakistan,Female,60+,Apartment,Private Car,14 days,21571,5
1261,Pakistan,Male,18-30,Apartment,Group Transport,14 days,36740,5
1262,UAE,Male,31-45,Camp (Mina),Train (Haramain),14 days,24142,5
1263,Bangladesh,Female,18-30,Hotel (3 Star),Group Transport,10 days,30104,1
1264,UK,Female,31-45,Hotel (3 Star),Group Transport,7 days,13625,4
1265,UAE,Female,60+,Camp (Mina),Group Transport,7 days,20926,3
1266,Malaysia,Female,31-45,Hotel (3 Star),Bus,10 days,36218,5
1267,Indonesia,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,31380,3
1268,Indonesia,Male,31-45,Hotel (3 Star),Train (Haramain),14 days,25566,1
1269,India,Female,31-45,Camp (Mina),Bus,21 days,38205,1
1270,Egypt,Female,18-30,Hotel (5 Star),Private Car,21 days,34717,2
1271,Indonesia,Male,31-45,Apartment,Group Transport,14 days,30135,5
1272,Nigeria,Female,18-30,Camp (Mina),Train (Haramain),10 days,33164,2
1273,India,Male,31-45,Camp (Mina),Bus,14 days,13953,3
1274,Indonesia,Female,46-60,Apartment,Group Transport,21 days,8574,4
1275,Egypt,Male,60+,Camp (Mina),Private Car,14 days,25169,2
1276,Pakistan,Female,31-45,Hotel (3 Star),Private Car,10 days,26604,1
1277,Pakistan,Female,46-60,Apartment,Group Transport,7 days,29134,5
1278,UK,Male,31-45,Camp (Mina),Private Car,10 days,28202,3
1279,UAE,Female,31-45,Apartment,Train (Haramain),10 days,5684,1
1280,Malaysia,Male,31-45,Apartment,Train (Haramain),21 days,13007,4
1281,Pakistan,Male,46-60,Apartment,Train (Haramain),10 days,14255,5
1282,Bangladesh,Male,60+,Hotel (5 Star),Private Car,10 days,37262,4
1283,Indonesia,Male,46-60,Camp (Mina),Train (Haramain),21 days,23093,4
1284,Bangladesh,Male,60+,Hotel (5 Star),Bus,21 days,10782,5
1285,Egypt,Female,31-45,Camp (Mina),Train (Haramain),7 days,6234,5
1286,Pakistan,Female,18-30,Hotel (3 Star),Train (Haramain),14 days,39188,4
1287,Malaysia,Male,31-45,Hotel (3 Star),Private Car,10 days,36996,3
1288,Egypt,Female,60+,Hotel (3 Star),Train (Haramain),21 days,34204,5
1289,Nigeria,Male,46-60,Camp (Mina),Group Transport,7 days,22152,1
1290,Nigeria,Female,31-45,Apartment,Bus,14 days,30019,2
1291,Bangladesh,Female,46-60,Apartment,Private Car,21 days,24488,3
1292,UAE,Female,46-60,Hotel (5 Star),Bus,14 days,24689,5
1293,India,Female,46-60,Hotel (5 Star),Group Transport,14 days,33506,5
1294,UAE,Male,31-45,Hotel (3 Star),Private Car,10 days,22715,3
1295,UK,Male,46-60,Hotel (5 Star),Private Car,10 days,18765,2
1296,UAE,Female,46-60,Camp (Mina),Train (Haramain),21 days,26942,4
1297,UK,Female,31-45,Camp (Mina),Bus,14 days,25478,1
1298,UK,Male,46-60,Hotel (5 Star),Group Transport,21 days,27551,5
1299,Malaysia,Female,31-45,Hotel (5 Star),Group Transport,21 days,33072,2
1300,Pakistan,Male,60+,Hotel (5 Star),Private Car,14 days,7892,1
1301,Malaysia,Male,60+,Hotel (5 Star),Train (Haramain),21 days,38966,3
1302,UK,Male,60+,Hotel (3 Star),Private Car,14 days,29395,5
1303,Egypt,Female,46-60,Hotel (3 Star),Private Car,14 days,23756,4
1304,Nigeria,Male,18-30,Hotel (5 Star),Private Car,14 days,27174,3
1305,UK,Female,18-30,Camp (Mina),Private Car,14 days,39651,5
1306,Malaysia,Male,46-60,Hotel (3 Star),Group Transport,7 days,5797,2
1307,Egypt,Female,18-30,Camp (Mina),Group Transport,14 days,13209,1
1308,Malaysia,Female,31-45,Apartment,Private Car,10 days,26346,1
1309,UAE,Female,18-30,Camp (Mina),Private Car,10 days,33024,5
1310,Indonesia,Male,46-60,Hotel (5 Star),Train (Haramain),10 days,34414,3
1311,Bangladesh,Male,46-60,Apartment,Private Car,14 days,10947,4
1312,India,Female,31-45,Hotel (3 Star),Group Transport,10 days,14617,2
1313,Malaysia,Female,60+,Hotel (3 Star),Bus,7 days,25704,5
1314,India,Female,46-60,Apartment,Group Transport,21 days,33702,2
1315,Turkey,Male,31-45,Camp (Mina),Train (Haramain),14 days,6892,1
1316,Malaysia,Male,18-30,Hotel (3 Star),Group Transport,10 days,34754,4
1317,Indonesia,Male,18-30,Hotel (5 Star),Bus,7 days,8424,2
1318,India,Male,31-45,Apartment,Private Car,21 days,18418,5
1319,UK,Female,31-45,Hotel (5 Star),Bus,7 days,34886,4
1320,Malaysia,Female,46-60,Apartment,Private Car,10 days,39783,3
1321,Pakistan,Male,18-30,Hotel (3 Star),Private Car,7 days,28057,5
1322,Bangladesh,Male,31-45,Camp (Mina),Group Transport,21 days,9833,2
1323,Indonesia,Female,18-30,Apartment,Group Transport,10 days,14894,4
1324,India,Male,31-45,Apartment,Group Transport,21 days,5565,5
1325,Indonesia,Male,18-30,Hotel (5 Star),Train (Haramain),7 days,23402,4
1326,Egypt,Male,60+,Hotel (3 Star),Group Transport,14 days,15315,4
1327,Bangladesh,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,17834,4
1328,UK,Male,18-30,Hotel (3 Star),Group Transport,14 days,7314,2
1329,Malaysia,Male,60+,Hotel (5 Star),Private Car,14 days,8883,5
1330,Malaysia,Female,18-30,Apartment,Train (Haramain),21 days,15051,1
1331,Malaysia,Male,18-30,Hotel (5 Star),Bus,14 days,16695,1
1332,Bangladesh,Male,60+,Camp (Mina),Train (Haramain),21 days,28123,2
1333,Pakistan,Female,18-30,Hotel (3 Star),Train (Haramain),10 days,12902,2
1334,Turkey,Female,18-30,Hotel (3 Star),Bus,14 days,22573,4
1335,Nigeria,Female,46-60,Apartment,Train (Haramain),21 days,34374,5
1336,UAE,Male,60+,Hotel (3 Star),Private Car,14 days,17288,5
1337,India,Female,60+,Camp (Mina),Group Transport,14 days,11884,3
1338,Pakistan,Male,31-45,Hotel (5 Star),Bus,14 days,15559,3
1339,UK,Male,18-30,Apartment,Group Transport,21 days,23125,1
1340,India,Male,46-60,Camp (Mina),Private Car,7 days,8688,3
1341,Malaysia,Female,18-30,Hotel (3 Star),Bus,14 days,28869,3
1342,Indonesia,Female,18-30,Hotel (3 Star),Group Transport,14 days,9023,1
1343,UK,Female,31-45,Camp (Mina),Group Transport,10 days,22100,1
1344,India,Female,18-30,Hotel (5 Star),Private Car,7 days,12423,3
1345,Malaysia,Female,46-60,Hotel (5 Star),Group Transport,21 days,17213,5
1346,India,Male,46-60,Apartment,Private Car,10 days,38158,3
1347,Indonesia,Male,31-45,Hotel (3 Star),Train (Haramain),14 days,33460,4
1348,Malaysia,Male,18-30,Camp (Mina),Private Car,10 days,36017,4
1349,Turkey,Male,46-60,Hotel (5 Star),Train (Haramain),10 days,38000,4
1350,Pakistan,Female,18-30,Apartment,Bus,14 days,31502,2
1351,Egypt,Female,18-30,Hotel (3 Star),Group Transport,7 days,35990,4
1352,UAE,Male,18-30,Hotel (3 Star),Private Car,7 days,24515,5
1353,Bangladesh,Female,31-45,Apartment,Private Car,10 days,34991,2
1354,UAE,Female,18-30,Apartment,Group Transport,14 days,12634,2
1355,UK,Male,46-60,Hotel (5 Star),Group Transport,21 days,16498,4
1356,UAE,Male,18-30,Camp (Mina),Bus,10 days,15916,3
1357,Malaysia,Female,46-60,Hotel (3 Star),Bus,21 days,34377,1
1358,Turkey,Female,18-30,Camp (Mina),Private Car,10 days,38001,3
1359,Egypt,Male,46-60,Hotel (3 Star),Bus,10 days,6391,3
1360,Pakistan,Male,46-60,Hotel (3 Star),Train (Haramain),14 days,19184,2
1361,Pakistan,Male,18-30,Camp (Mina),Bus,14 days,32114,2
1362,Indonesia,Female,18-30,Apartment,Bus,21 days,16882,2
1363,Bangladesh,Male,46-60,Hotel (5 Star),Private Car,21 days,22273,5
1364,India,Male,60+,Hotel (3 Star),Train (Haramain),7 days,22129,5
1365,Turkey,Female,31-45,Apartment,Bus,14 days,5427,1
1366,India,Female,60+,Hotel (3 Star),Train (Haramain),10 days,36416,2
1367,Egypt,Female,60+,Hotel (5 Star),Train (Haramain),10 days,5731,4
1368,UAE,Female,18-30,Hotel (3 Star),Train (Haramain),7 days,5799,2
1369,Pakistan,Female,31-45,Hotel (5 Star),Group Transport,14 days,33873,5
1370,Egypt,Male,60+,Hotel (5 Star),Group Transport,10 days,12025,2
1371,UAE,Male,18-30,Hotel (3 Star),Group Transport,7 days,19481,5
1372,Pakistan,Female,60+,Hotel (3 Star),Group Transport,7 days,30411,2
1373,UAE,Female,60+,Hotel (5 Star),Private Car,10 days,36358,4
1374,Bangladesh,Female,18-30,Apartment,Bus,10 days,19961,1
1375,Turkey,Female,18-30,Camp (Mina),Group Transport,21 days,26767,4
1376,UK,Female,18-30,Hotel (5 Star),Private Car,14 days,26392,5
1377,Egypt,Male,31-45,Hotel (3 Star),Bus,21 days,18262,3
1378,Egypt,Male,60+,Hotel (3 Star),Group Transport,7 days,10229,4
1379,Nigeria,Male,18-30,Apartment,Bus,10 days,28772,2
1380,Malaysia,Male,46-60,Camp (Mina),Group Transport,21 days,23799,1
1381,Bangladesh,Female,60+,Hotel (5 Star),Private Car,7 days,28555,2
1382,Bangladesh,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,31616,2
1383,India,Female,31-45,Camp (Mina),Train (Haramain),10 days,24333,4
1384,UAE,Female,18-30,Hotel (5 Star),Bus,21 days,9261,1
1385,Malaysia,Female,46-60,Camp (Mina),Private Car,14 days,8466,3
1386,Turkey,Male,31-45,Hotel (3 Star),Train (Haramain),21 days,8088,2
1387,Turkey,Female,18-30,Camp (Mina),Group Transport,7 days,6115,1
1388,Bangladesh,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,9578,3
1389,Turkey,Male,46-60,Camp (Mina),Bus,21 days,7590,2
1390,Nigeria,Female,31-45,Apartment,Bus,14 days,12372,1
1391,Egypt,Female,18-30,Hotel (3 Star),Private Car,7 days,8573,4
1392,Indonesia,Female,18-30,Hotel (3 Star),Bus,14 days,7978,2
1393,UK,Male,46-60,Camp (Mina),Train (Haramain),21 days,14422,2
1394,India,Female,46-60,Hotel (5 Star),Train (Haramain),7 days,28697,1
1395,UAE,Male,46-60,Apartment,Train (Haramain),10 days,35820,2
1396,UK,Female,18-30,Hotel (3 Star),Train (Haramain),21 days,9925,3
1397,UAE,Female,31-45,Hotel (3 Star),Private Car,21 days,34430,2
1398,Pakistan,Male,31-45,Hotel (5 Star),Group Transport,7 days,33834,5
1399,UK,Male,18-30,Hotel (5 Star),Group Transport,7 days,29435,3
1400,Indonesia,Male,60+,Apartment,Private Car,10 days,26676,1
1401,Bangladesh,Male,31-45,Camp (Mina),Bus,21 days,24814,3
1402,Nigeria,Male,46-60,Hotel (5 Star),Group Transport,7 days,19716,5
1403,Egypt,Male,60+,Camp (Mina),Bus,10 days,32528,5
1404,Egypt,Female,60+,Apartment,Group Transport,10 days,6995,2
1405,Nigeria,Female,31-45,Camp (Mina),Bus,7 days,27414,2
1406,Malaysia,Male,60+,Hotel (3 Star),Private Car,21 days,18844,4
1407,Pakistan,Female,60+,Camp (Mina),Train (Haramain),14 days,20522,3
1408,UAE,Male,31-45,Apartment,Bus,14 days,13498,4
1409,Indonesia,Female,31-45,Apartment,Train (Haramain),10 days,7102,5
1410,Turkey,Female,60+,Apartment,Bus,14 days,13524,2
1411,UK,Male,46-60,Camp (Mina),Bus,14 days,35846,2
1412,Pakistan,Male,18-30,Hotel (3 Star),Bus,7 days,13107,2
1413,UK,Male,60+,Hotel (5 Star),Bus,10 days,23268,1
1414,Indonesia,Female,60+,Hotel (3 Star),Bus,21 days,29399,5
1415,India,Male,46-60,Camp (Mina),Train (Haramain),10 days,14624,2
1416,India,Female,60+,Camp (Mina),Bus,7 days,32126,5
1417,Pakistan,Male,60+,Hotel (5 Star),Train (Haramain),14 days,28131,2
1418,Bangladesh,Female,18-30,Camp (Mina),Private Car,21 days,25714,3
1419,Indonesia,Female,18-30,Apartment,Group Transport,10 days,23570,5
1420,Indonesia,Male,18-30,Apartment,Bus,14 days,17482,4
1421,Nigeria,Female,31-45,Apartment,Group Transport,10 days,39318,1
1422,Bangladesh,Female,31-45,Apartment,Train (Haramain),21 days,38414,4
1423,UAE,Male,18-30,Apartment,Private Car,10 days,26040,5
1424,UAE,Female,18-30,Camp (Mina),Private Car,10 days,18407,2
1425,Turkey,Male,31-45,Hotel (5 Star),Private Car,10 days,38305,5
1426,Egypt,Male,46-60,Hotel (5 Star),Group Transport,14 days,19166,1
1427,India,Male,60+,Apartment,Train (Haramain),21 days,11572,5
1428,UAE,Male,60+,Camp (Mina),Bus,21 days,38002,2
1429,Bangladesh,Female,18-30,Hotel (3 Star),Bus,14 days,31972,4
1430,Indonesia,Female,46-60,Hotel (3 Star),Train (Haramain),14 days,27923,3
1431,UAE,Female,31-45,Camp (Mina),Group Transport,14 days,6909,4
1432,Indonesia,Male,18-30,Apartment,Bus,7 days,37848,2
1433,UAE,Female,46-60,Hotel (5 Star),Train (Haramain),10 days,7083,2
1434,India,Female,46-60,Camp (Mina),Bus,10 days,22140,1
1435,UK,Male,46-60,Hotel (3 Star),Private Car,21 days,7670,5
1436,UAE,Male,31-45,Hotel (3 Star),Bus,10 days,19691,5
1437,Bangladesh,Female,31-45,Hotel (3 Star),Group Transport,7 days,39262,4
1438,UAE,Male,60+,Apartment,Train (Haramain),14 days,30595,3
1439,Egypt,Male,60+,Hotel (3 Star),Group Transport,21 days,38440,3
1440,India,Male,46-60,Camp (Mina),Train (Haramain),21 days,13630,1
1441,Bangladesh,Male,46-60,Camp (Mina),Private Car,10 days,36250,2
1442,Nigeria,Female,31-45,Hotel (3 Star),Train (Haramain),21 days,33798,1
1443,Bangladesh,Male,60+,Camp (Mina),Bus,14 days,38212,5
1444,Egypt,Male,46-60,Hotel (3 Star),Bus,21 days,16982,2
1445,UK,Male,60+,Hotel (3 Star),Private Car,14 days,13655,1
1446,India,Male,60+,Hotel (5 Star),Train (Haramain),7 days,23582,4
1447,Nigeria,Male,46-60,Apartment,Private Car,7 days,9008,5
1448,Egypt,Male,31-45,Apartment,Bus,14 days,5496,3
1449,Egypt,Male,46-60,Hotel (5 Star),Group Transport,10 days,39231,1
1450,Pakistan,Male,46-60,Hotel (5 Star),Private Car,21 days,28212,5
1451,India,Female,60+,Apartment,Group Transport,10 days,25637,5
1452,Bangladesh,Male,46-60,Hotel (3 Star),Group Transport,21 days,21877,3
1453,Indonesia,Female,31-45,Hotel (3 Star),Train (Haramain),7 days,22810,3
1454,UK,Male,46-60,Apartment,Private Car,7 days,14884,3
1455,Indonesia,Male,31-45,Hotel (3 Star),Group Transport,7 days,7723,1
1456,Bangladesh,Male,31-45,Hotel (5 Star),Group Transport,21 days,9761,3
1457,Bangladesh,Male,60+,Hotel (3 Star),Train (Haramain),7 days,12630,4
1458,India,Female,18-30,Hotel (3 Star),Train (Haramain),7 days,21375,5
1459,Bangladesh,Male,18-30,Camp (Mina),Bus,7 days,30218,3
1460,Pakistan,Male,60+,Camp (Mina),Group Transport,7 days,35565,5
1461,Nigeria,Female,46-60,Camp (Mina),Bus,10 days,37975,2
1462,Bangladesh,Female,60+,Hotel (3 Star),Group Transport,7 days,32073,2
1463,Indonesia,Male,31-45,Apartment,Bus,7 days,9190,3
1464,Bangladesh,Female,18-30,Hotel (5 Star),Train (Haramain),10 days,6883,5
1465,Pakistan,Female,60+,Hotel (3 Star),Private Car,10 days,7886,2
1466,UAE,Female,46-60,Apartment,Train (Haramain),21 days,13953,3
1467,UAE,Male,60+,Hotel (3 Star),Bus,14 days,13381,5
1468,Egypt,Male,18-30,Hotel (5 Star),Bus,7 days,28238,3
1469,UK,Male,60+,Hotel (3 Star),Private Car,7 days,18795,5
1470,Turkey,Female,60+,Hotel (5 Star),Group Transport,7 days,35428,2
1471,Nigeria,Male,18-30,Hotel (3 Star),Bus,21 days,14638,3
1472,Malaysia,Female,31-45,Hotel (5 Star),Bus,7 days,9931,2
1473,Egypt,Male,31-45,Hotel (3 Star),Bus,14 days,31411,3
1474,UK,Male,18-30,Hotel (5 Star),Private Car,10 days,25534,1
1475,UAE,Female,60+,Camp (Mina),Train (Haramain),21 days,34181,2
1476,Indonesia,Male,18-30,Hotel (3 Star),Bus,10 days,24996,2
1477,Malaysia,Female,31-45,Hotel (3 Star),Private Car,7 days,11553,4
1478,UK,Female,46-60,Apartment,Bus,7 days,23073,2
1479,UK,Male,60+,Apartment,Group Transport,7 days,12130,5
1480,Egypt,Female,31-45,Hotel (5 Star),Private Car,14 days,34405,3
1481,Malaysia,Male,60+,Hotel (3 Star),Bus,14 days,10789,1
1482,India,Male,18-30,Hotel (5 Star),Private Car,21 days,33930,5
1483,Turkey,Female,46-60,Camp (Mina),Bus,10 days,22529,5
1484,India,Male,18-30,Apartment,Train (Haramain),7 days,12942,5
1485,Malaysia,Female,46-60,Hotel (5 Star),Bus,7 days,12548,5
1486,India,Male,60+,Hotel (5 Star),Private Car,7 days,23296,1
1487,Pakistan,Male,60+,Apartment,Group Transport,7 days,37244,4
1488,UAE,Male,18-30,Hotel (3 Star),Group Transport,14 days,5296,2
1489,Pakistan,Male,46-60,Hotel (5 Star),Group Transport,10 days,7409,5
1490,Bangladesh,Male,46-60,Apartment,Bus,10 days,39229,2
1491,India,Female,60+,Hotel (3 Star),Train (Haramain),21 days,35846,2
1492,Bangladesh,Female,18-30,Camp (Mina),Bus,14 days,32167,5
1493,Indonesia,Female,46-60,Apartment,Group Transport,7 days,33991,4
1494,Nigeria,Female,60+,Hotel (5 Star),Private Car,10 days,22801,2
1495,Indonesia,Female,31-45,Camp (Mina),Group Transport,10 days,12358,3
